DATA,VENDAS,FDS,DATA_FESTIVA,VESPERA_DATA_FESTIVA,POS_DATA_FESTIVA,FERIADO,SEMANA_PAGAMENTO,ALTA_TEMPORADA,QTD_CONCORRENTES,PRECIPITACAO,TEMPERATURA,UMIDADE,VENDAS_ONTEM
2019-02-24,145,1,0,0,0,0,0,0,10,5,35,85,150.0
2019-02-25,149,0,0,0,0,0,0,0,10,35,25,95,145.0
2019-02-26,138,0,0,0,0,0,0,0,10,10,25,75,149.0
2019-02-27,163,0,0,1,0,0,0,0,10,5,25,70,138.0
2019-02-28,141,0,0,1,0,0,1,0,10,5,30,70,163.0
2019-03-01,130,0,0,1,0,0,0,1,10,5,35,70,141.0
2019-03-02,107,1,0,1,0,0,0,1,10,5,35,55,130.0
2019-03-07,85,0,0,0,1,0,1,1,10,5,35,70,63.0
2019-03-08,77,0,0,0,0,0,1,1,10,5,30,85,85.0
2019-03-10,112,1,0,0,0,0,1,1,10,10,25,75,62.0
2019-03-11,134,0,0,0,0,0,0,1,10,5,30,75,112.0
2019-03-12,136,0,0,0,0,0,0,1,10,5,30,75,134.0
2019-03-13,143,0,0,0,0,0,0,1,10,5,30,80,136.0
2019-03-14,120,0,0,0,0,0,0,1,10,5,30,75,143.0
2019-03-15,139,0,0,0,0,0,0,1,10,5,30,80,120.0
2019-03-16,148,1,0,0,0,0,0,1,10,5,35,75,139.0
2019-03-17,127,1,0,0,0,0,0,1,10,5,30,90,148.0
2019-03-18,118,0,0,0,0,0,0,1,10,10,30,90,127.0
2019-03-19,127,0,0,0,0,0,0,1,10,5,30,75,118.0
2019-03-20,133,0,0,0,0,0,0,1,10,5,25,80,127.0
2019-03-21,126,0,0,0,0,0,0,1,10,5,25,70,133.0
2019-03-22,113,0,0,0,0,0,0,1,10,5,30,75,126.0
2019-03-23,136,1,0,0,0,0,0,1,10,5,30,75,113.0
2019-03-24,153,1,0,0,0,0,0,1,10,5,30,65,136.0
2019-03-25,127,0,0,0,0,0,0,1,10,5,25,65,153.0
2019-03-26,129,0,0,0,0,0,0,1,10,5,30,80,127.0
2019-03-27,118,0,0,0,0,0,0,1,10,5,25,85,129.0
2019-03-28,120,0,0,0,0,0,1,1,10,5,30,75,118.0
2019-03-29,114,0,0,0,0,0,1,1,10,5,30,75,120.0
2019-03-30,137,1,0,0,0,0,1,1,10,5,35,70,114.0
2019-03-31,122,1,0,0,0,0,1,1,10,5,30,80,137.0
2019-04-01,131,0,0,0,0,0,0,1,10,5,35,80,122.0
2019-04-02,127,0,0,0,0,0,0,1,10,5,35,70,131.0
2019-04-03,138,0,0,0,0,0,0,1,10,5,35,75,127.0
2019-04-04,120,0,0,0,0,0,0,1,10,5,35,80,138.0
2019-04-05,108,0,0,0,0,0,1,1,10,55,30,90,120.0
2019-04-06,128,1,0,0,0,0,1,1,10,5,25,95,108.0
2019-04-07,100,1,0,0,0,0,1,1,10,10,25,85,128.0
2019-04-08,110,0,0,0,0,0,1,1,10,5,30,75,100.0
2019-04-09,127,0,0,0,0,0,1,1,10,5,30,75,110.0
2019-04-10,118,0,0,0,0,0,1,1,10,5,30,70,127.0
2019-04-11,107,0,0,0,0,0,0,1,10,5,35,80,118.0
2019-04-12,121,0,0,0,0,0,0,1,10,25,25,85,107.0
2019-04-13,138,1,0,0,0,0,0,1,10,5,30,85,121.0
2019-04-14,105,1,0,0,0,0,0,1,10,5,35,70,138.0
2019-04-15,128,0,0,0,0,0,0,1,10,5,30,90,105.0
2019-04-16,121,0,0,0,0,0,0,1,10,55,25,95,128.0
2019-04-17,134,0,0,0,0,0,0,1,10,15,25,85,121.0
2019-04-18,116,0,0,0,0,0,0,1,10,5,30,85,134.0
2019-04-20,129,1,0,0,0,0,0,1,10,5,30,85,116.0
2019-04-21,143,1,0,0,0,1,0,1,10,5,25,85,129.0
2019-04-22,128,0,0,0,0,0,0,1,10,5,25,80,143.0
2019-04-23,118,0,0,0,0,0,0,1,10,5,25,80,128.0
2019-04-24,137,0,0,0,0,0,0,1,10,5,30,85,118.0
2019-04-25,130,0,0,0,0,0,0,1,10,5,25,95,137.0
2019-04-26,127,0,0,0,0,0,0,1,10,15,30,95,130.0
2019-04-27,130,1,0,0,0,0,0,1,10,75,25,95,127.0
2019-04-28,148,1,0,0,0,0,1,1,10,5,25,85,130.0
2019-04-29,127,0,0,0,0,0,1,1,10,5,25,85,148.0
2019-04-30,117,0,0,0,0,0,1,1,10,5,25,85,127.0
2019-05-01,90,0,0,0,0,1,0,1,10,5,30,75,117.0
2019-05-02,113,0,0,0,0,0,0,1,10,5,30,80,90.0
2019-05-03,120,0,0,0,0,0,0,1,10,5,30,90,113.0
2019-05-04,101,1,0,0,0,0,0,1,10,45,30,90,120.0
2019-05-05,132,1,0,0,0,0,1,1,10,5,30,90,101.0
2019-05-06,128,0,0,0,0,0,1,1,10,15,25,90,132.0
2019-05-07,154,0,0,0,0,0,1,1,10,5,25,80,128.0
2019-05-08,179,0,0,1,0,0,1,1,10,5,25,85,154.0
2019-05-09,189,0,0,1,0,0,1,1,10,5,30,85,179.0
2019-05-11,160,1,0,1,0,0,0,1,10,20,25,90,204.0
2019-05-12,174,1,1,0,0,0,0,1,10,5,25,85,160.0
2019-05-13,113,0,0,0,1,0,0,1,10,5,25,90,174.0
2019-05-14,100,0,0,0,1,0,0,1,10,5,20,95,113.0
2019-05-15,125,0,0,0,0,0,0,1,10,5,25,95,100.0
2019-05-16,116,0,0,0,0,0,0,1,10,5,25,80,125.0
2019-05-17,110,0,0,0,0,0,0,1,10,5,25,75,116.0
2019-05-18,103,1,0,0,0,0,0,1,10,5,30,85,110.0
2019-05-19,120,1,0,0,0,0,0,1,10,5,30,80,103.0
2019-05-20,111,0,0,0,0,0,0,1,10,5,30,90,120.0
2019-05-21,128,0,0,0,0,0,0,1,10,10,25,90,111.0
2019-05-22,106,0,0,0,0,0,0,1,10,5,25,95,128.0
2019-05-23,139,0,0,0,0,0,0,1,10,10,20,90,106.0
2019-05-24,114,0,0,0,0,0,0,1,10,35,20,90,139.0
2019-05-25,128,1,0,0,0,0,0,1,10,10,25,85,114.0
2019-05-26,139,1,0,0,0,0,0,1,10,5,25,80,128.0
2019-05-27,154,0,0,0,0,0,0,1,10,5,25,95,139.0
2019-05-28,123,0,0,0,0,0,1,1,10,70,20,95,154.0
2019-05-29,119,0,0,0,0,0,1,1,10,5,25,85,123.0
2019-05-30,101,0,0,0,0,0,1,1,10,5,20,95,119.0
2019-05-31,128,0,0,0,0,0,1,1,10,25,20,95,101.0
2019-06-01,138,1,0,0,0,0,0,1,10,5,20,90,128.0
2019-06-02,129,1,0,0,0,0,0,1,10,5,25,90,138.0
2019-06-03,120,0,0,0,0,0,0,1,10,5,25,85,129.0
2019-06-04,137,0,0,0,0,0,0,1,10,5,25,90,120.0
2019-06-05,118,0,0,0,0,0,1,1,10,5,25,80,137.0
2019-06-06,120,0,0,0,0,0,1,1,10,5,25,85,118.0
2019-06-07,136,0,0,0,0,0,1,1,10,5,30,75,120.0
2019-06-08,113,1,0,0,0,0,1,1,10,5,20,90,136.0
2019-06-09,106,1,0,0,0,0,1,1,10,5,25,85,113.0
2019-06-10,111,0,0,0,0,0,1,1,10,5,30,85,106.0
2019-06-11,99,0,0,0,0,0,0,1,10,5,30,85,111.0
2019-06-12,108,0,0,0,0,0,0,1,10,5,30,80,99.0
2019-06-13,121,0,0,0,0,0,0,1,10,5,30,80,108.0
2019-06-14,89,0,0,0,0,0,0,1,10,5,30,80,121.0
2019-06-15,110,1,0,0,0,0,0,1,10,5,30,85,89.0
2019-06-16,127,1,0,0,0,0,0,1,10,5,30,90,110.0
2019-06-17,129,0,0,0,0,0,0,1,10,5,30,90,127.0
2019-06-18,116,0,0,0,0,0,0,1,10,5,30,75,129.0
2019-06-19,121,0,0,0,0,0,0,1,10,10,25,70,116.0
2019-06-20,113,0,0,0,0,1,0,1,10,5,20,80,121.0
2019-06-21,128,0,0,0,0,1,0,1,10,5,25,80,113.0
2019-06-22,130,1,0,0,0,0,0,1,10,5,30,85,128.0
2019-06-23,145,1,0,0,0,0,0,1,10,5,30,80,130.0
2019-06-24,139,0,0,0,0,0,0,1,10,5,30,75,145.0
2019-06-25,120,0,0,0,0,0,0,1,10,5,30,75,139.0
2019-06-26,119,0,0,0,0,0,0,1,10,20,15,75,120.0
2019-06-27,115,0,0,0,0,0,0,1,10,5,25,85,119.0
2019-06-28,128,0,0,0,0,0,1,1,10,5,25,95,115.0
2019-06-29,130,1,0,0,0,0,1,1,10,5,30,70,128.0
2019-06-30,148,1,0,0,0,0,1,1,10,10,30,95,130.0
2019-07-01,128,0,0,0,0,0,0,1,11,30,20,85,148.0
2019-07-02,119,0,0,0,0,0,0,1,11,5,20,85,128.0
2019-07-03,113,0,0,0,0,0,0,1,11,5,15,65,119.0
2019-07-04,135,0,0,0,0,0,0,1,11,5,15,65,113.0
2019-07-05,129,0,0,0,0,0,1,1,11,5,15,60,135.0
2019-07-06,130,1,0,0,0,0,1,1,11,5,15,75,129.0
2019-07-07,141,1,0,0,0,0,1,1,11,5,15,80,130.0
2019-07-08,129,0,0,0,0,0,1,1,11,5,20,80,141.0
2019-07-09,119,0,0,0,0,0,1,1,11,5,20,85,129.0
2019-07-10,116,0,0,0,0,0,1,1,11,5,25,80,119.0
2019-07-11,131,0,0,0,0,0,0,1,11,5,30,75,116.0
2019-07-12,120,0,0,0,0,0,0,1,11,5,30,80,131.0
2019-07-13,101,1,0,0,0,0,0,1,11,5,20,95,120.0
2019-07-14,128,1,0,0,0,0,0,1,11,20,15,95,101.0
2019-07-15,111,0,0,0,0,0,0,1,11,5,15,85,128.0
2019-07-16,113,0,0,0,0,0,0,1,11,5,20,85,111.0
2019-07-17,104,0,0,0,0,0,0,1,11,5,20,90,113.0
2019-07-18,128,0,0,0,0,0,0,1,11,5,25,85,104.0
2019-07-19,118,0,0,0,0,0,0,1,11,5,25,90,128.0
2019-07-20,129,1,0,0,0,0,0,1,11,5,30,80,118.0
2019-07-21,108,1,0,0,0,0,0,1,11,5,30,75,129.0
2019-07-22,118,0,0,0,0,0,0,1,11,5,30,80,108.0
2019-07-23,99,0,0,0,0,0,0,1,11,5,20,95,118.0
2019-07-24,77,0,0,0,0,0,0,1,11,80,20,100,99.0
2019-07-25,105,0,0,0,0,0,0,1,11,20,20,90,77.0
2019-07-26,111,0,0,0,0,0,0,1,11,5,20,90,105.0
2019-07-27,110,1,0,0,0,0,0,1,11,5,15,90,111.0
2019-07-28,128,1,0,0,0,0,1,1,11,5,20,85,110.0
2019-07-29,148,0,0,0,0,0,1,1,11,5,25,85,128.0
2019-07-30,104,0,0,0,0,0,1,1,11,10,25,90,148.0
2019-07-31,121,0,0,0,0,0,1,1,11,5,25,80,104.0
2019-08-01,118,0,0,0,0,0,0,1,11,5,30,80,121.0
2019-08-02,107,0,0,0,0,0,0,1,11,20,20,75,118.0
2019-08-03,129,1,0,0,0,0,0,1,11,5,15,70,107.0
2019-08-04,149,1,0,0,0,0,0,1,11,5,20,80,129.0
2019-08-05,131,0,0,0,0,0,1,1,11,5,25,80,149.0
2019-08-06,125,0,0,0,0,0,1,1,11,5,30,75,131.0
2019-08-07,159,0,0,1,0,0,1,1,11,5,30,75,125.0
2019-08-08,116,0,0,1,0,0,1,1,11,5,30,90,159.0
2019-08-09,138,0,0,1,0,0,1,1,11,10,25,95,116.0
2019-08-10,143,1,0,1,0,0,1,1,11,10,20,80,138.0
2019-08-11,159,1,1,0,0,0,0,1,11,5,20,80,143.0
2019-08-12,119,0,0,0,1,0,0,1,11,5,20,95,159.0
2019-08-13,78,0,0,0,1,0,0,1,11,15,15,65,119.0
2019-08-14,149,0,0,0,0,0,0,1,11,5,15,85,78.0
2019-08-15,139,0,0,0,0,0,0,1,11,5,25,80,149.0
2019-08-16,124,0,0,0,0,0,0,1,11,5,30,75,139.0
2019-08-17,81,1,0,0,0,0,0,1,11,5,30,55,124.0
2019-08-18,105,1,0,0,0,0,0,1,11,5,30,75,81.0
2019-08-19,87,0,0,0,0,0,0,1,11,5,15,80,105.0
2019-08-20,85,0,0,0,0,0,0,1,11,5,20,80,87.0
2019-08-21,114,0,0,0,0,0,0,1,11,5,20,85,85.0
2019-08-22,101,0,0,0,0,0,0,1,11,5,20,75,114.0
2019-08-23,155,0,0,0,0,0,0,1,11,5,20,85,101.0
2019-08-24,108,1,0,0,0,0,0,1,11,5,25,75,155.0
2019-08-25,131,1,0,0,0,0,0,1,11,5,25,70,108.0
2019-08-26,123,0,0,0,0,0,0,1,11,5,25,70,131.0
2019-08-27,134,0,0,0,0,0,0,1,11,5,30,80,123.0
2019-08-28,105,0,0,0,0,0,1,1,11,5,30,80,134.0
2019-08-29,116,0,0,0,0,0,1,1,11,5,35,65,105.0
2019-08-30,120,0,0,0,0,0,1,1,11,5,30,75,116.0
2019-08-31,118,1,0,0,0,0,1,1,11,30,20,90,120.0
2019-09-01,120,1,0,0,0,0,0,1,11,5,25,75,118.0
2019-09-02,110,0,0,0,0,0,0,1,11,5,25,70,120.0
2019-09-03,116,0,0,0,0,0,0,1,11,5,20,70,110.0
2019-09-04,130,0,0,0,0,0,0,1,11,5,20,60,116.0
2019-09-05,128,0,0,0,0,0,1,1,11,5,20,70,130.0
2019-09-06,120,0,0,0,0,0,1,1,11,5,20,90,128.0
2019-09-07,81,1,0,0,0,1,1,1,11,10,25,95,120.0
2019-09-08,119,1,0,0,0,0,1,1,11,10,30,90,81.0
2019-09-09,135,0,0,0,0,0,1,1,11,5,40,65,119.0
2019-09-10,129,0,0,0,0,0,1,1,11,5,30,85,135.0
2019-09-11,119,0,0,0,0,0,0,1,11,5,20,95,129.0
2019-09-12,101,0,0,0,0,0,0,1,11,30,20,95,119.0
2019-09-13,76,0,0,0,0,0,0,1,11,5,20,75,101.0
2019-09-14,128,1,0,0,0,0,0,1,11,5,25,85,76.0
2019-09-15,129,1,0,0,0,0,0,1,11,5,35,70,128.0
2019-09-16,118,0,0,0,0,0,0,1,11,5,30,85,129.0
2019-09-17,104,0,0,0,0,0,0,1,11,10,20,95,118.0
2019-09-18,149,0,0,0,0,0,0,1,11,35,20,90,104.0
2019-09-19,149,0,0,0,0,0,0,1,11,5,30,80,149.0
2019-09-20,81,0,0,0,0,0,0,1,11,5,25,75,149.0
2019-09-21,155,1,0,0,0,0,0,1,11,5,25,75,81.0
2019-09-22,105,1,0,0,0,0,0,1,11,5,20,70,155.0
2019-09-23,137,0,0,0,0,0,0,1,11,5,25,75,105.0
2019-09-24,127,0,0,0,0,0,0,1,11,5,25,70,137.0
2019-09-25,129,0,0,0,0,0,0,1,11,5,25,80,127.0
2019-09-26,120,0,0,0,0,0,0,1,11,5,30,65,129.0
2019-09-27,108,0,0,0,0,0,0,1,11,5,25,75,120.0
2019-09-28,119,1,0,0,0,0,1,1,11,5,25,70,108.0
2019-09-29,120,1,0,0,0,0,1,1,11,5,30,80,119.0
2019-09-30,110,0,0,0,0,0,1,1,11,5,35,65,120.0
2019-10-01,108,0,0,0,0,0,0,1,11,5,40,55,110.0
2019-10-02,125,0,0,0,0,0,0,1,11,5,30,90,108.0
2019-10-03,90,0,0,0,0,0,0,1,11,15,25,95,125.0
2019-10-04,114,0,0,0,0,0,0,1,11,25,25,100,90.0
2019-10-05,100,1,0,0,0,0,1,1,11,65,25,95,114.0
2019-10-06,106,1,0,0,0,0,1,1,11,10,20,90,100.0
2019-10-07,112,0,0,0,0,0,1,1,11,5,30,75,106.0
2019-10-08,131,0,0,0,0,0,1,1,11,5,30,75,112.0
2019-10-09,110,0,0,0,0,0,1,1,11,5,30,70,131.0
2019-10-10,107,0,0,0,0,0,1,1,11,5,35,70,110.0
2019-10-11,108,0,0,0,0,0,0,1,11,5,40,55,107.0
2019-10-12,94,1,0,0,0,1,0,1,11,5,40,55,108.0
2019-10-13,97,1,0,0,0,0,0,1,11,5,30,80,94.0
2019-10-14,103,0,0,0,0,0,0,1,11,5,25,95,97.0
2019-10-15,110,0,0,0,0,0,0,1,11,30,20,90,103.0
2019-10-16,129,0,0,0,0,0,0,1,11,5,25,90,110.0
2019-10-17,143,0,0,0,0,0,0,1,11,25,25,95,129.0
2019-10-18,81,0,0,0,0,0,0,1,11,20,30,80,143.0
2019-10-19,134,1,0,0,0,0,0,1,11,5,25,75,81.0
2019-10-20,120,1,0,0,0,0,0,1,11,5,25,70,134.0
2019-10-21,110,0,0,0,0,0,0,1,11,5,20,90,120.0
2019-10-22,106,0,0,0,0,0,0,1,11,15,25,80,110.0
2019-10-23,100,0,0,0,0,0,0,1,11,5,30,80,106.0
2019-10-24,128,0,0,0,0,0,0,1,11,5,30,65,100.0
2019-10-25,114,0,0,0,0,0,0,1,11,5,30,70,128.0
2019-10-26,135,1,0,0,0,0,0,1,11,5,35,70,114.0
2019-10-27,149,1,0,0,0,0,0,1,11,5,25,95,135.0
2019-10-28,149,0,0,0,0,0,1,1,11,20,30,75,149.0
2019-10-29,128,0,0,0,0,0,1,1,11,5,30,90,149.0
2019-10-30,146,0,0,0,0,0,1,1,11,15,25,95,128.0
2019-10-31,99,0,0,0,0,0,1,1,11,50,25,95,146.0
2019-11-01,128,0,0,0,0,0,0,1,11,5,25,85,99.0
2019-11-03,98,1,0,0,0,0,0,1,11,5,25,75,128.0
2019-11-04,130,0,0,0,0,0,0,1,11,5,25,95,98.0
2019-11-05,138,0,0,0,0,0,1,1,11,40,25,85,130.0
2019-11-06,141,0,0,0,0,0,1,1,11,5,30,65,138.0
2019-11-07,128,0,0,0,0,0,1,1,11,10,30,90,141.0
2019-11-08,154,0,0,0,0,0,1,1,11,5,30,80,128.0
2019-11-09,138,1,0,0,0,0,1,1,11,5,30,80,154.0
2019-11-10,164,1,0,0,0,0,1,1,11,5,25,90,138.0
2019-11-11,143,0,0,0,0,0,0,1,11,5,25,80,164.0
2019-11-12,138,0,0,0,0,0,0,1,11,5,30,75,143.0
2019-11-13,132,0,0,0,0,0,0,1,11,5,35,70,138.0
2019-11-14,120,0,0,0,0,0,0,1,11,15,30,85,132.0
2019-11-16,118,1,0,0,0,0,0,1,11,5,30,70,64.0
2019-11-17,128,1,0,0,0,0,0,1,11,5,30,60,118.0
2019-11-18,135,0,0,0,0,0,0,1,11,5,35,60,128.0
2019-11-19,126,0,0,0,0,0,0,1,11,5,35,70,135.0
2019-11-20,138,0,0,0,0,0,0,1,11,5,35,70,126.0
2019-11-21,120,0,0,0,0,0,0,1,11,5,35,65,138.0
2019-11-22,111,0,0,0,0,0,0,1,11,5,35,80,120.0
2019-11-23,138,1,0,0,0,0,0,1,11,15,25,70,111.0
2019-11-24,129,1,0,0,0,0,0,1,11,5,25,65,138.0
2019-11-25,141,0,0,0,0,0,0,1,11,5,30,70,129.0
2019-11-26,137,0,0,0,0,0,0,1,11,5,30,80,141.0
2019-11-27,129,0,0,0,0,0,0,1,11,5,25,85,137.0
2019-11-28,114,0,0,0,0,0,1,1,11,5,30,55,129.0
2019-11-29,132,0,0,0,0,0,1,1,11,5,35,60,114.0
2019-11-30,153,1,0,0,0,0,1,1,11,5,35,65,132.0
2019-12-01,142,1,0,0,0,0,0,1,11,5,30,65,153.0
2019-12-02,128,0,0,0,0,0,0,1,11,5,30,60,142.0
2019-12-03,108,0,0,0,0,0,0,1,11,5,30,55,128.0
2019-12-04,113,0,0,0,0,0,0,1,11,5,35,75,108.0
2019-12-05,131,0,0,0,0,0,1,1,11,10,30,70,113.0
2019-12-06,125,0,0,0,0,0,1,1,11,5,30,55,131.0
2019-12-07,119,1,0,0,0,0,1,1,11,5,30,65,125.0
2019-12-08,109,1,0,0,0,0,1,1,11,5,35,65,119.0
2019-12-09,128,0,0,0,0,0,1,1,11,5,35,60,109.0
2019-12-10,138,0,0,0,0,0,1,1,11,5,35,55,128.0
2019-12-11,119,0,0,0,0,0,0,1,11,5,35,60,138.0
2019-12-12,128,0,0,0,0,0,0,1,11,5,35,60,119.0
2019-12-13,136,0,0,0,0,0,0,1,11,5,30,60,128.0
2019-12-14,156,1,0,0,0,0,0,1,11,5,35,70,136.0
2019-12-15,148,1,0,0,0,0,0,1,11,5,35,70,156.0
2019-12-16,137,0,0,0,0,0,0,1,11,10,30,75,148.0
2019-12-17,128,0,0,0,0,0,0,1,11,5,30,70,137.0
2019-12-18,164,0,0,0,0,0,0,1,11,5,30,65,128.0
2019-12-19,138,0,0,0,0,0,0,1,11,5,35,65,164.0
2019-12-20,143,0,0,0,0,0,0,1,12,5,40,65,138.0
2019-12-21,160,1,0,1,0,0,0,1,12,5,30,70,143.0
2019-12-22,181,1,0,1,0,0,0,1,12,5,30,55,160.0
2019-12-23,196,0,0,1,0,0,0,1,12,5,30,55,181.0
2019-12-24,160,0,0,1,0,0,0,1,12,5,35,55,196.0
2019-12-26,148,0,0,1,1,0,0,1,12,5,35,65,160.0
2019-12-27,155,0,0,1,1,0,0,1,12,5,40,65,148.0
2019-12-28,106,1,0,1,0,0,1,1,12,5,40,60,155.0
2020-01-03,73,0,0,0,1,0,0,0,12,5,30,75,59.0
2020-01-05,74,1,0,0,0,0,1,0,12,5,35,65,65.0
2020-01-06,83,0,0,0,0,0,1,0,12,5,40,65,74.0
2020-01-07,99,0,0,0,0,0,1,0,12,5,35,70,83.0
2020-01-08,106,0,0,0,0,0,1,0,12,5,35,65,99.0
2020-01-09,104,0,0,0,0,0,1,0,12,5,40,65,106.0
2020-01-10,79,0,0,0,0,0,1,0,12,5,40,80,104.0
2020-01-11,89,1,0,0,0,0,0,0,12,20,35,80,79.0
2020-01-12,95,1,0,0,0,0,0,0,12,5,35,60,89.0
2020-01-13,106,0,0,0,0,0,0,0,12,5,35,70,95.0
2020-01-14,129,0,0,0,0,0,0,0,12,5,35,70,106.0
2020-01-15,106,0,0,0,0,0,0,0,12,5,35,75,129.0
2020-01-16,94,0,0,0,0,0,0,0,12,20,25,65,106.0
2020-01-17,121,0,0,0,0,0,0,0,12,5,30,65,94.0
2020-01-18,107,1,0,0,0,0,0,0,12,5,35,70,121.0
2020-01-19,109,1,0,0,0,0,0,0,12,5,35,70,107.0
2020-01-20,118,0,0,0,0,0,0,0,12,5,40,70,109.0
2020-01-21,91,0,0,0,0,0,0,0,12,5,35,85,118.0
2020-01-22,129,0,0,0,0,0,0,0,12,10,30,75,91.0
2020-01-23,116,0,0,0,0,0,0,0,12,5,30,75,129.0
2020-01-24,125,0,0,0,0,0,0,0,12,5,30,70,116.0
2020-01-25,136,1,0,0,0,0,0,0,12,5,35,60,125.0
2020-01-26,120,1,0,0,0,0,0,0,12,5,35,65,136.0
2020-01-27,101,0,0,0,0,0,0,0,12,5,35,85,120.0
2020-01-28,115,0,0,0,0,0,1,0,12,15,35,75,101.0
2020-01-29,126,0,0,0,0,0,1,0,12,5,30,85,115.0
2020-01-30,110,0,0,0,0,0,1,0,12,5,30,80,126.0
2020-01-31,117,0,0,0,0,0,1,0,12,10,30,85,110.0
2020-02-01,121,1,0,0,0,0,0,0,12,5,30,75,117.0
2020-02-02,139,1,0,0,0,0,0,0,12,5,35,75,121.0
2020-02-03,128,0,0,0,0,0,0,0,12,5,35,75,139.0
2020-02-04,118,0,0,0,0,0,0,0,12,5,35,75,128.0
2020-02-05,81,0,0,0,0,0,1,0,12,5,35,70,118.0
2020-02-06,120,0,0,0,0,0,1,0,12,5,40,70,81.0
2020-02-07,106,0,0,0,0,0,1,0,12,5,35,70,120.0
2020-02-08,143,1,0,0,0,0,1,0,12,5,40,75,106.0
2020-02-09,78,1,0,0,0,0,1,0,12,30,30,75,143.0
2020-02-10,105,0,0,0,0,0,1,0,12,5,30,75,78.0
2020-02-11,118,0,0,0,0,0,0,0,12,5,30,70,105.0
2020-02-12,137,0,0,0,0,0,0,0,12,5,30,75,118.0
2020-02-13,120,0,0,0,0,0,0,0,12,5,35,65,137.0
2020-02-14,126,0,0,0,0,0,0,0,12,5,35,65,120.0
2020-02-15,110,1,0,0,0,0,0,0,12,5,35,65,126.0
2020-02-16,106,1,0,0,0,0,0,0,12,5,40,65,110.0
2020-02-17,100,0,0,0,0,0,0,0,12,5,40,65,106.0
2020-02-18,87,0,0,0,0,0,0,0,12,5,35,80,100.0
2020-02-19,120,0,0,0,0,0,0,0,12,10,35,70,87.0
2020-02-20,110,0,0,1,0,0,0,0,12,5,30,70,120.0
2020-02-21,96,0,0,1,0,0,0,0,12,5,30,65,110.0
2020-02-22,79,1,0,1,0,0,0,0,12,5,25,65,96.0
2020-02-23,89,1,0,1,0,0,0,0,12,5,30,70,79.0
2020-02-26,86,0,0,0,1,0,0,0,12,45,30,70,89.0
2020-02-27,99,0,0,0,1,0,0,0,12,5,30,65,86.0
2020-02-28,105,0,0,0,0,0,1,0,13,5,35,65,99.0
2020-02-29,117,1,0,0,0,0,1,0,13,5,35,70,105.0
2020-03-01,87,1,0,0,0,0,0,1,13,5,35,70,117.0
2020-03-02,99,0,0,0,0,0,0,1,13,5,30,70,87.0
2020-03-04,98,0,0,0,0,0,0,1,13,5,30,70,70.0
2020-03-05,121,0,0,0,0,0,1,1,13,5,30,70,98.0
2020-03-06,108,0,0,0,0,0,1,1,13,5,30,70,121.0
